0.38480021,0.12497453,0.14138099,0.12204612,-0.37341305,0.23932141,0.31721860,-0.11377585,-0.08905194,0.01857199,-0.11811760,0.34773249,0.07865741,-0.39052091,-0.34563729,0.33587293,0.33741861,-0.80693700,-0.34302959,0.13248796,1.75694830,1.56087006,1.62726145,2.58906283,1.04432614,1.31500734,2.12412235,2.40935551,0.99131026,2.94379826,2.48425337,1.79182873,1.48820881,1.90925915,1.56478871,1.21669915,1.48918204,0.78455955,1.10466896,2.34904395
0.33869310,0.04893991,0.11121615,-0.11094176,-0.03404120,0.08439980,0.09822536,-0.11722391,0.05029047,0.04217495,-0.12779852,0.18307966,0.16051563,-0.15653722,-0.41482672,0.25777317,0.16796545,-0.50921733,-0.06315855,-0.00952846,1.72878900,1.81652158,1.81034313,2.28250683,1.93402427,1.11855678,2.04049742,2.93189045,1.37960405,2.37090653,2.05938585,1.82999607,1.30472036,2.08798312,1.95994545,1.21998540,0.97297796,3.34780672,1.53264162,1.83397215
0.61908460,0.04217697,0.00822516,-0.06888494,-0.23885833,0.05434168,0.18821438,-0.12363002,0.12376820,0.11325087,-0.02767021,0.13334886,0.16422370,-0.25639468,-0.45169958,0.19577049,0.12925063,-0.72027106,-0.10535486,0.22110815,1.59876717,1.63454837,1.80264931,2.60136092,1.60107056,1.16023662,2.22566850,2.68972703,1.53634604,2.91898462,2.25903088,1.79417352,1.88680900,2.13152932,2.10365348,1.19724250,0.94910997,1.47130904,1.64737537,2.25594218
0.61303319,0.04686644,0.00605926,-0.05059090,-0.23416570,0.06351287,0.20360493,-0.14214496,0.08223640,0.08753643,-0.03304605,0.14612799,0.15459571,-0.27011561,-0.41577471,0.18719235,0.14049282,-0.72119259,-0.08408979,0.21986193,1.58079546,1.64368000,1.93149433,2.66910040,1.59455205,1.11484718,2.21660544,2.78061782,1.55043215,2.94213788,2.36392492,1.82778520,1.84205743,2.08947940,1.89415752,1.26051234,1.00641963,1.38394118,1.63569426,2.34596630
0.59332588,0.03805034,0.02475548,-0.01727348,-0.28044377,0.04016265,0.22246674,-0.15318866,0.10890818,0.09179227,-0.02720266,0.14554238,0.17850525,-0.24418256,-0.36933196,0.15073385,0.11851969,-0.70795342,-0.09584983,0.18266361,1.52444504,1.56370359,1.70223325,2.54138438,1.58865401,1.13490996,2.26348473,2.68112440,1.64166680,2.69195188,2.16558211,1.72663054,1.79757050,1.99077421,2.00915268,1.06873103,0.94308030,1.33341500,1.64142884,2.18593801
0.39921478,-0.06597838,0.14289908,-0.03246064,-0.09508231,-0.05406568,-0.03793774,-0.10095340,0.07666100,0.10383744,-0.03761925,0.11320036,0.10735881,-0.27101225,-0.27031347,0.32614703,0.33346226,-0.64888990,-0.19164766,0.20317991,1.61945076,1.88812231,1.87213803,2.52547996,1.37445696,0.91219345,1.55257742,2.88032299,1.72699265,2.67519093,2.07771675,1.99084210,1.53518728,1.89072832,2.08482034,1.29318491,1.23916096,1.83116734,1.55221034,2.26912725
0.36924483,-0.02971311,0.12935399,-0.04778430,-0.08491052,-0.03559920,-0.04721378,-0.14677673,0.08420785,0.09967975,-0.03696310,0.10605952,0.10711984,-0.24619275,-0.26562985,0.36050402,0.32383233,-0.62944373,-0.20153713,0.19176206,1.58782835,1.78855993,1.90318366,2.43839856,1.49028268,0.86502090,1.51876131,2.66459700,1.86471923,2.46857442,2.03308922,1.95813152,1.49694008,1.94597250,2.14305156,1.33059557,1.22141203,2.03874348,1.68227852,2.25260246
0.14802307,0.07288510,0.17635160,-0.08714655,-0.10677784,0.25616004,0.02343455,-0.27946408,0.41927754,-0.15660723,-0.32633922,-0.00232325,0.14477729,-0.11976610,-0.08166900,0.14416618,0.19366753,-0.36661635,0.01197292,-0.06400620,1.01637841,1.83022778,1.57626924,2.36345843,2.56264751,1.16203436,1.39089331,2.01092223,2.04260236,1.86112243,1.48060207,1.41248587,1.66562458,2.55579094,2.68834855,0.99510450,0.92648764,4.60961054,1.87388748,1.71951107
0.15676992,0.10804862,0.18690939,-0.04266408,-0.08858377,0.27318903,0.07520364,-0.27094862,0.42024017,-0.19896147,-0.35627598,-0.01333660,0.13967534,-0.11986994,-0.11016369,0.14632132,0.19443303,-0.43092113,0.01478243,-0.08384761,1.00289314,1.82092086,1.47351357,2.27480554,2.67784982,1.19889677,1.36207475,2.13345310,1.93828926,1.74499966,1.44818328,1.26782151,1.51550935,2.43626038,2.63036482,0.97403885,0.83885363,4.93953482,1.87619182,1.51547572
0.25747453,-0.09321179,-0.06935294,-0.13408021,0.27313871,0.05433836,0.05279131,-0.45315934,0.25485511,0.05182465,-0.19290621,-0.03923236,0.34794219,-0.03713535,-0.34349372,-0.00476923,0.09311143,-0.00248255,0.05082737,-0.06647997,1.13300716,1.51651488,1.27865747,2.32865382,1.75532673,1.15360163,1.74528376,2.32544141,1.41378912,2.26499322,1.69965948,1.52860572,1.50346799,1.83541337,2.10244679,0.95532953,1.09179073,4.60636046,1.52337692,1.78651178
0.15765764,-0.10808985,-0.04847097,-0.09723886,0.30978224,0.07567951,0.00042356,-0.36755889,0.33178142,0.03567515,-0.27748601,-0.04583631,0.41050511,-0.08877407,-0.35090235,-0.02671361,0.07666013,0.02451246,0.09495810,-0.10656441,1.13650498,1.26501788,1.31049571,2.21414977,2.06267377,1.22479764,1.50407418,2.30305006,1.67232123,2.13718140,1.62796996,1.62830092,1.38437639,1.68885971,1.96023593,0.74756819,1.08906641,5.38716468,1.42804031,1.59125318
0.35144475,-0.06280543,0.12705874,-0.08702581,0.00447133,0.07614908,0.04160635,-0.15207729,0.21668917,-0.06407112,-0.14314083,0.05711115,0.21810572,-0.15510488,-0.24668905,0.21848096,0.12676518,-0.44154119,-0.02443786,-0.06098896,1.36233294,1.58248978,1.48675111,1.88905818,2.53622872,1.12111011,1.71523167,2.74865394,1.76778579,2.03414290,1.94922747,1.26319573,1.77973218,2.09886226,2.42904850,1.20023816,0.96309024,3.41636295,1.69578475,1.57203716
0.34703565,-0.05551764,0.14840063,-0.06372105,-0.02213652,0.07982484,0.03096147,-0.14761359,0.20731670,-0.07290267,-0.14153757,0.06265876,0.22697095,-0.14532895,-0.28861119,0.20141096,0.15048233,-0.40270748,-0.04520265,-0.06978299,1.41321672,1.51343504,1.48319856,1.97445433,2.44356948,1.07464072,1.63761514,2.64985082,1.70696159,1.93528374,1.90529449,1.22205776,1.64201171,2.21098864,2.42941821,1.27364313,0.99120790,3.36046039,1.69128657,1.52659360
